block_number,trial_number,state_index,state_id,stim_id,context,feedback,probabilities,rewards,q_values,action,correct_action,accuracy,v_values,w_values,h_values,q_prediction_errors,v_prediction_errors,trial_total,prediction_errors,averaged_pe,h_values1,h_values2
0,1,0,State GH,"['G', 'H']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[0, 0]",1,0,0,[0],"[0.01, 0.01]","[np.float64(0.0048), np.float64(0.0048)]","[-1, -1]","[-1, -1]",1,"[-1, -1, -1, -1]",-1.0,0.0048,0.0048
0,2,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(-0.93), np.float64(-0.34)]",1,0,0,[np.float64(-0.86)],[-0.58598726 -0.41401274],"[np.float64(-0.7648738853503185), np.float64(-0.37552611464968155)]","[np.float64(-0.06999999999999995), np.float64(-0.6599999999999999)]","[np.float64(-0.14), np.float64(-0.14)]",2,"[np.float64(-0.14), np.float64(-0.14), np.float64(-0.06999999999999995), np.float64(-0.6599999999999999)]",-0.25249999999999995,-0.7648738853503185,-0.37552611464968155
0,1,0,State AB,"['B', 'A']",Reward,"[10.0, 0.0]","['75', '25']","[0, 1]","[0, 0]",0,0,1,[0],"[0.01, 0.01]","[np.float64(0.0048), np.float64(0.0048)]","[0, 1]","[0, 1]",1,"[0, 1, 0, 1]",0.5,0.0048,0.0048
0,1,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[0, 0]",1,0,0,[0],"[0.01, 0.01]","[np.float64(0.0048), np.float64(0.0048)]","[0, -1]","[0, -1]",1,"[0, -1, 0, -1]",-0.5,0.0048,0.0048
0,2,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.0), np.float64(0.93)]",1,0,0,[np.float64(0.0)],[0.01052632 0.98947368],"[np.float64(0.0050526315789473685), np.float64(0.9585473684210526)]","[np.float64(1.0), np.float64(-0.93)]","[np.float64(1.0), np.float64(0.0)]",2,"[np.float64(1.0), np.float64(0.0), np.float64(1.0), np.float64(-0.93)]",0.26749999999999996,0.0050526315789473685,0.9585473684210526
0,1,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[0, 0]",0,0,1,[0],"[0.01, 0.01]","[np.float64(0.0048), np.float64(0.0048)]","[1, 0]","[1, 0]",1,"[1, 0, 1, 0]",0.5,0.0048,0.0048
0,2,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.34), np.float64(0.0)]",0,0,1,[np.float64(0.86)],[0.98529412 0.01470588],"[np.float64(0.6497411764705883), np.float64(0.007058823529411764)]","[np.float64(0.6599999999999999), np.float64(0.0)]","[np.float64(0.14), np.float64(-0.86)]",2,"[np.float64(0.14), np.float64(-0.86), np.float64(0.6599999999999999), np.float64(0.0)]",-0.015000000000000013,0.6497411764705883,0.007058823529411764
0,2,0,State EF,"['E', 'F']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(0.0), np.float64(-0.34)]",0,0,1,[np.float64(-0.86)],[ 0.01515152 -0.98484848],"[np.float64(0.007272727272727273), np.float64(-0.6495272727272727)]","[np.float64(-1.0), np.float64(-0.6599999999999999)]","[np.float64(-0.14), np.float64(-0.14)]",2,"[np.float64(-0.14), np.float64(-0.14), np.float64(-1.0), np.float64(-0.6599999999999999)]",-0.485,0.007272727272727273,-0.6495272727272727
0,3,0,State GH,"['G', 'H']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(-0.9951), np.float64(-0.5644)]",1,0,0,[np.float64(-0.9803999999999999)],[-0.58579033 -0.41420967],"[np.float64(-0.7986313598481257), np.float64(-0.49230864015187437)]","[np.float64(-0.0049000000000000155), np.float64(-0.4356)]","[np.float64(-0.019600000000000062), np.float64(-0.019600000000000062)]",3,"[np.float64(-0.019600000000000062), np.float64(-0.019600000000000062), np.float64(-0.0049000000000000155), np.float64(-0.4356)]",-0.11992500000000003,-0.7986313598481257,-0.49230864015187437
0,4,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(-0.999657), np.float64(-0.712504)]",0,0,1,[np.float64(-0.997256)],[-0.5857636 -0.4142364],"[np.float64(-0.8009881662248542), np.float64(-0.5693355537751457)]","[np.float64(0.999657), np.float64(-0.287496)]","[np.float64(0.997256), np.float64(-0.0027439999999999687)]",4,"[np.float64(0.997256), np.float64(-0.0027439999999999687), np.float64(0.999657), np.float64(-0.287496)]",0.42666825,-0.8009881662248542,-0.5693355537751457
