block_number,trial_number,state_index,state_id,stim_id,context,feedback,probabilities,rewards,q_values,action,prediction_errors,correct_action,accuracy,trial_total,averaged_pe,q_values1,q_values2
0,1,0,State AB,"['A', 'B']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[0, 0]",0,"[1, 1]",0,1,1,1.0,0.0,0.0
0,1,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[0, 0]",1,"[0, -1]",0,0,1,-0.5,0.0,0.0
0,1,0,State GH,"['G', 'H']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[0, 0]",0,"[-1, -1]",0,1,1,-1.0,0.0,0.0
0,2,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(-0.41), np.float64(-0.94)]",0,"[np.float64(-0.5900000000000001), np.float64(-0.06000000000000005)]",0,1,2,-0.32500000000000007,-0.41,-0.94
0,2,0,State AB,"['B', 'A']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[np.float64(0.41), np.float64(0.94)]",1,"[np.float64(0.5900000000000001), np.float64(0.06000000000000005)]",0,0,2,0.32500000000000007,0.41,0.94
0,1,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[0, 0]",1,"[1, 0]",0,0,1,0.5,0.0,0.0
0,2,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(0.0), np.float64(-0.41)]",1,"[np.float64(0.0), np.float64(-0.5900000000000001)]",0,0,2,-0.29500000000000004,0.0,-0.41
0,2,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.94), np.float64(0.0)]",0,"[np.float64(0.06000000000000005), np.float64(0.0)]",0,1,2,0.030000000000000027,0.94,0.0
0,3,0,State CD,"['C', 'D']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.9646), np.float64(0.0)]",0,"[np.float64(-0.9646), np.float64(0.0)]",0,1,3,-0.4823,0.9646,0.0
0,3,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(-0.6519), np.float64(-0.9964)]",0,"[np.float64(0.6519), np.float64(-0.0036000000000000476)]",0,1,3,0.32415,-0.6519,-0.9964
0,4,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(-0.38462100000000005), np.float64(-0.999784)]",0,"[np.float64(0.38462100000000005), np.float64(-0.00021599999999999397)]",0,1,4,0.19220250000000003,-0.38462100000000005,-0.999784
0,4,0,State CD,"['D', 'C']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.569114), np.float64(0.0)]",0,"[np.float64(-0.569114), np.float64(0.0)]",0,1,4,-0.284557,0.569114,0.0
0,3,0,State AB,"['B', 'A']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.9646000000000001), np.float64(0.9646)]",0,"[np.float64(-0.9646000000000001), np.float64(-0.9646)]",0,1,3,-0.9646000000000001,0.9646000000000001,0.9646
0,3,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.0), np.float64(-0.6519)]",0,"[np.float64(0.0), np.float64(-0.34809999999999997)]",0,1,3,-0.17404999999999998,0.0,-0.6519
