block_number,trial_number,state_index,state_id,stim_id,context,feedback,probabilities,rewards,q_values,action,correct_action,accuracy,v_values,w_values,h_values,q_prediction_errors,v_prediction_errors,trial_total,prediction_errors,averaged_pe,h_values1,h_values2
0,1,0,State EF,"['F', 'E']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[0, 0]",1,0,0,[0],"[0.01, 0.01]","[np.float64(0.0034), np.float64(0.0034)]","[0, 0]","[0, 0]",1,"[0, 0, 0, 0]",0.0,0.0034,0.0034
0,1,0,State GH,"['G', 'H']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[0, 0]",0,0,1,[0],"[0.01, 0.01]","[np.float64(0.0034), np.float64(0.0034)]","[-1, -1]","[-1, -1]",1,"[-1, -1, -1, -1]",-1.0,0.0034,0.0034
0,1,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[0, 0]",1,0,0,[0],"[0.01, 0.01]","[np.float64(0.0034), np.float64(0.0034)]","[1, 0]","[1, 0]",1,"[1, 0, 1, 0]",0.5,0.0034,0.0034
0,2,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.78), np.float64(0.0)]",0,0,1,[np.float64(0.0)],[0.98924731 0.01075269],"[np.float64(0.8511440860215054), np.float64(0.0036559139784946232)]","[np.float64(0.21999999999999997), np.float64(0.0)]","[np.float64(1.0), np.float64(0.0)]",2,"[np.float64(1.0), np.float64(0.0), np.float64(0.21999999999999997), np.float64(0.0)]",0.305,0.8511440860215054,0.0036559139784946232
0,1,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[0, 0]",0,0,1,[0],"[0.01, 0.01]","[np.float64(0.0034), np.float64(0.0034)]","[1, 0]","[1, 0]",1,"[1, 0, 1, 0]",0.5,0.0034,0.0034
0,2,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.39), np.float64(0.0)]",0,0,1,[np.float64(0.2)],[0.97619048 0.02380952],"[np.float64(0.5893047619047619), np.float64(0.008095238095238095)]","[np.float64(0.61), np.float64(0.0)]","[np.float64(0.8), np.float64(-0.2)]",2,"[np.float64(0.8), np.float64(-0.2), np.float64(0.61), np.float64(0.0)]",0.3025,0.5893047619047619,0.008095238095238095
0,2,0,State GH,"['H', 'G']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(-0.39), np.float64(-0.78)]",0,0,1,[np.float64(-0.2)],[-0.30232558 -0.69767442],"[np.float64(-0.3601906976744186), np.float64(-0.7520093023255814)]","[np.float64(0.39), np.float64(0.78)]","[np.float64(0.2), np.float64(0.2)]",2,"[np.float64(0.2), np.float64(0.2), np.float64(0.39), np.float64(0.78)]",0.3925,-0.3601906976744186,-0.7520093023255814
0,2,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.0), np.float64(0.0)]",1,0,0,[np.float64(0.0)],[0.5 0.5],"[np.float64(0.16999999999999998), np.float64(0.16999999999999998)]","[np.float64(0.0), np.float64(-1.0)]","[np.float64(0.0), np.float64(-1.0)]",2,"[np.float64(0.0), np.float64(-1.0), np.float64(0.0), np.float64(-1.0)]",-0.5,0.16999999999999998,0.16999999999999998
0,3,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(-0.2379), np.float64(-0.17159999999999997)]",0,0,1,[np.float64(-0.16)],[-0.30125418 -0.69874582],"[np.float64(-0.2594404196130333), np.float64(-0.35082958038696666)]","[np.float64(0.2379), np.float64(-0.8284)]","[np.float64(0.16), np.float64(-0.84)]",3,"[np.float64(0.16), np.float64(-0.84), np.float64(0.2379), np.float64(-0.8284)]",-0.317625,-0.2594404196130333,-0.35082958038696666
0,3,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(0.0), np.float64(-0.39)]",0,0,1,[np.float64(-0.2)],[0.83333333 0.16666667],"[np.float64(0.2833333333333333), np.float64(-0.20073333333333337)]","[np.float64(0.0), np.float64(-0.61)]","[np.float64(0.2), np.float64(-0.8)]",3,"[np.float64(0.2), np.float64(-0.8), np.float64(0.0), np.float64(-0.61)]",-0.3025,0.2833333333333333,-0.20073333333333337
0,4,0,State EF,"['E', 'F']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[-1, 0]","[np.float64(0.0), np.float64(-0.8658)]",0,0,1,[np.float64(-0.16)],[ 0.61934901 -0.38065099],"[np.float64(0.2105786618444846), np.float64(-0.7008493381555154)]","[np.float64(-1.0), np.float64(0.8658)]","[np.float64(-0.84), np.float64(0.16)]",4,"[np.float64(-0.84), np.float64(0.16), np.float64(-1.0), np.float64(0.8658)]",-0.20354999999999998,0.2105786618444846,-0.7008493381555154
