block_number,trial_number,state_index,state_id,stim_id,context,feedback,probabilities,rewards,q_values,action,correct_action,accuracy,v_values,w_values,h_values,q_prediction_errors,v_prediction_errors,trial_total,prediction_errors,averaged_pe,h_values1,h_values2
0,1,0,State CD,"['D', 'C']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[0, 0]",0,0,1,[0],"[0.01, 0.01]","[np.float64(0.0028000000000000004), np.float64(0.0028000000000000004)]","[1, 1]","[1, 1]",1,"[1, 1, 1, 1]",1.0,0.0028000000000000004,0.0028000000000000004
0,1,0,State AB,"['A', 'B']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[0, 0]",1,0,0,[0],"[0.01, 0.01]","[np.float64(0.0028000000000000004), np.float64(0.0028000000000000004)]","[1, 1]","[1, 1]",1,"[1, 1, 1, 1]",1.0,0.0028000000000000004,0.0028000000000000004
0,2,0,State CD,"['C', 'D']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.15), np.float64(0.39)]",1,0,0,[np.float64(0.51)],[0.03529412 0.96470588],"[np.float64(0.11788235294117647), np.float64(0.5509176470588235)]","[np.float64(-0.15), np.float64(-0.39)]","[np.float64(-0.51), np.float64(-0.51)]",2,"[np.float64(-0.51), np.float64(-0.51), np.float64(-0.15), np.float64(-0.39)]",-0.39,0.11788235294117647,0.5509176470588235
0,1,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[0, 0]",0,0,1,[0],"[0.01, 0.01]","[np.float64(0.0028000000000000004), np.float64(0.0028000000000000004)]","[-1, -1]","[-1, -1]",1,"[-1, -1, -1, -1]",-1.0,0.0028000000000000004,0.0028000000000000004
0,2,0,State GH,"['G', 'H']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(-0.15), np.float64(-0.39)]",0,0,1,[np.float64(-0.51)],[-0.01234568 -0.98765432],"[np.float64(-0.11145679012345679), np.float64(-0.5573432098765432)]","[np.float64(-0.85), np.float64(-0.61)]","[np.float64(-0.49), np.float64(-0.49)]",2,"[np.float64(-0.49), np.float64(-0.49), np.float64(-0.85), np.float64(-0.61)]",-0.61,-0.11145679012345679,-0.5573432098765432
0,2,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.39), np.float64(0.15)]",0,0,1,[np.float64(0.51)],[0.96470588 0.03529412],"[np.float64(0.5509176470588235), np.float64(0.11788235294117647)]","[np.float64(0.61), np.float64(-0.15)]","[np.float64(0.49), np.float64(-0.51)]",2,"[np.float64(0.49), np.float64(-0.51), np.float64(0.61), np.float64(-0.15)]",0.10999999999999999,0.5509176470588235,0.11788235294117647
0,1,0,State EF,"['F', 'E']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[0, 0]",1,0,0,[0],"[0.01, 0.01]","[np.float64(0.0028000000000000004), np.float64(0.0028000000000000004)]","[0, 0]","[0, 0]",1,"[0, 0, 0, 0]",0.0,0.0028000000000000004,0.0028000000000000004
0,2,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.0), np.float64(0.0)]",0,0,1,[np.float64(0.0)],[0.5 0.5],"[np.float64(0.14), np.float64(0.14)]","[np.float64(0.0), np.float64(-1.0)]","[np.float64(0.0), np.float64(-1.0)]",2,"[np.float64(0.0), np.float64(-1.0), np.float64(0.0), np.float64(-1.0)]",-0.5,0.14,0.14
0,3,0,State AB,"['B', 'A']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.48150000000000004), np.float64(0.0915)]",0,0,1,[np.float64(0.7599)],[ 0.7206222 -0.2793778],"[np.float64(0.548454216700813), np.float64(-0.012345783299187021)]","[np.float64(-0.48150000000000004), np.float64(-0.0915)]","[np.float64(-0.7599), np.float64(-0.7599)]",3,"[np.float64(-0.7599), np.float64(-0.7599), np.float64(-0.48150000000000004), np.float64(-0.0915)]",-0.5232,0.548454216700813,-0.012345783299187021
0,3,0,State GH,"['H', 'G']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(-0.27749999999999997), np.float64(-0.6279)]",0,0,1,[np.float64(-0.7599)],[-0.015743 -0.984257],"[np.float64(-0.20420804018160002), np.float64(-0.7276799598184)]","[np.float64(0.27749999999999997), np.float64(0.6279)]","[np.float64(0.7599), np.float64(0.7599)]",3,"[np.float64(0.7599), np.float64(0.7599), np.float64(0.27749999999999997), np.float64(0.6279)]",0.6063,-0.20420804018160002,-0.7276799598184
