block_number,trial_number,state_index,state_id,stim_id,context,feedback,probabilities,rewards,q_values,action,correct_action,accuracy,v_values,w_values,h_values,q_prediction_errors,v_prediction_errors,trial_total,prediction_errors,averaged_pe,h_values1,h_values2
0,1,0,State EF,"['F', 'E']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[0, 0]",0,0,1,[0],"[0.01, 0.01]","[np.float64(0.0034999999999999996), np.float64(0.0034999999999999996)]","[0, 0]","[0, 0]",1,"[0, 0, 0, 0]",0.0,0.0034999999999999996,0.0034999999999999996
0,1,0,State AB,"['B', 'A']",Reward,"[10.0, 0.0]","['75', '25']","[0, 1]","[0, 0]",0,0,1,[0],"[0.01, 0.01]","[np.float64(0.0034999999999999996), np.float64(0.0034999999999999996)]","[0, 1]","[0, 1]",1,"[0, 1, 0, 1]",0.5,0.0034999999999999996,0.0034999999999999996
0,2,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.0), np.float64(0.0)]",0,0,1,[np.float64(0.0)],[0.5 0.5],"[np.float64(0.175), np.float64(0.175)]","[np.float64(0.0), np.float64(-1.0)]","[np.float64(0.0), np.float64(-1.0)]",2,"[np.float64(0.0), np.float64(-1.0), np.float64(0.0), np.float64(-1.0)]",-0.5,0.175,0.175
0,1,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[0, 0]",1,0,0,[0],"[0.01, 0.01]","[np.float64(0.0034999999999999996), np.float64(0.0034999999999999996)]","[0, -1]","[0, -1]",1,"[0, -1, 0, -1]",-0.5,0.0034999999999999996,0.0034999999999999996
0,1,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[0, 0]",1,0,0,[0],"[0.01, 0.01]","[np.float64(0.0034999999999999996), np.float64(0.0034999999999999996)]","[1, 0]","[1, 0]",1,"[1, 0, 1, 0]",0.5,0.0034999999999999996,0.0034999999999999996
0,2,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.83), np.float64(0.0)]",0,0,1,[np.float64(0.0)],[0.98305085 0.01694915],"[np.float64(0.8835677966101694), np.float64(0.005932203389830508)]","[np.float64(0.17000000000000004), np.float64(0.0)]","[np.float64(1.0), np.float64(0.0)]",2,"[np.float64(1.0), np.float64(0.0), np.float64(0.17000000000000004), np.float64(0.0)]",0.2925,0.8835677966101694,0.005932203389830508
0,2,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(0.0), np.float64(-0.13)]",0,0,1,[np.float64(-0.05)],[ 0.01818182 -0.98181818],"[np.float64(0.006363636363636363), np.float64(-0.42813636363636365)]","[np.float64(0.0), np.float64(-0.87)]","[np.float64(0.05), np.float64(-0.95)]",2,"[np.float64(0.05), np.float64(-0.95), np.float64(0.0), np.float64(-0.87)]",-0.4425,0.006363636363636363,-0.42813636363636365
0,2,0,State AB,"['A', 'B']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.0), np.float64(0.83)]",1,0,0,[np.float64(0.0)],[0.01694915 0.98305085],"[np.float64(0.005932203389830508), np.float64(0.8835677966101694)]","[np.float64(0.0), np.float64(-0.83)]","[np.float64(0.0), np.float64(0.0)]",2,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(-0.83)]",-0.2075,0.005932203389830508,0.8835677966101694
0,3,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(0.0), np.float64(-0.8521)]",0,0,1,[np.float64(-0.0475)],[ 0.02911524 -0.97088476],"[np.float64(0.01019033547714236), np.float64(-0.8936746645228577)]","[np.float64(0.0), np.float64(0.8521)]","[np.float64(0.0475), np.float64(0.0475)]",3,"[np.float64(0.0475), np.float64(0.0475), np.float64(0.0), np.float64(0.8521)]",0.23677499999999999,0.01019033547714236,-0.8936746645228577
0,3,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(0.0), np.float64(-0.83)]",0,0,1,[np.float64(0.0)],[ 0.87719298 -0.12280702],"[np.float64(0.30701754385964913), np.float64(-0.5824824561403509)]","[np.float64(-1.0), np.float64(-0.17000000000000004)]","[np.float64(-1.0), np.float64(-1.0)]",3,"[np.float64(-1.0), np.float64(-1.0), np.float64(-1.0), np.float64(-0.17000000000000004)]",-0.7925,0.30701754385964913,-0.5824824561403509
0,3,0,State AB,"['A', 'B']",Reward,"[0.0, 10.0]","['75', '25']","[0, 1]","[np.float64(0.0), np.float64(0.7221)]",1,0,0,[np.float64(0.0)],[0.01694915 0.98305085],"[np.float64(0.0059322033898305095), np.float64(0.8134327966101695)]","[np.float64(0.0), np.float64(0.27790000000000004)]","[np.float64(0.0), np.float64(1.0)]",3,"[np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.27790000000000004)]",0.319475,0.0059322033898305095,0.8134327966101695
0,3,0,State CD,"['C', 'D']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.8521), np.float64(0.0)]",0,0,1,[np.float64(0.05)],[0.98906506 0.01093494],"[np.float64(0.900037772006561), np.float64(0.003827227993439038)]","[np.float64(-0.8521), np.float64(0.0)]","[np.float64(-0.05), np.float64(-0.05)]",3,"[np.float64(-0.05), np.float64(-0.05), np.float64(-0.8521), np.float64(0.0)]",-0.238025,0.900037772006561,0.003827227993439038
0,4,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.0), np.float64(0.758227)]",1,0,0,[np.float64(0.05)],[0.01093494 0.98906506],"[np.float64(0.003827227993439038), np.float64(0.839020322006561)]","[np.float64(1.0), np.float64(-0.758227)]","[np.float64(0.95), np.float64(-0.05)]",4,"[np.float64(0.95), np.float64(-0.05), np.float64(1.0), np.float64(-0.758227)]",0.28544325,0.003827227993439038,0.839020322006561
0,4,0,State CD,"['D', 'C']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[np.float64(0.741327), np.float64(0.0)]",0,0,1,[np.float64(0.0475)],[ 0.98206054 -0.01793946],"[np.float64(0.8255837400187008), np.float64(-0.0062788099812991615)]","[np.float64(0.25867300000000004), np.float64(1.0)]","[np.float64(0.9525), np.float64(0.9525)]",4,"[np.float64(0.9525), np.float64(0.9525), np.float64(0.25867300000000004), np.float64(1.0)]",0.79091825,0.8255837400187008,-0.0062788099812991615
0,4,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(-0.13), np.float64(-0.9711)]",0,0,1,[np.float64(-0.05)],[ 0.32077743 -0.67922257],"[np.float64(0.027772101823185402), np.float64(-0.8689428981768145)]","[np.float64(0.13), np.float64(-0.028900000000000037)]","[np.float64(0.05), np.float64(-0.95)]",4,"[np.float64(0.05), np.float64(-0.95), np.float64(0.13), np.float64(-0.028900000000000037)]",-0.19972499999999999,0.027772101823185402,-0.8689428981768145
0,4,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(0.0), np.float64(-0.144857)]",0,0,1,[np.float64(-0.045125)],[ 0.05529277 -0.94470723],"[np.float64(0.01935247032395011), np.float64(-0.4248045796760499)]","[np.float64(0.0), np.float64(-0.855143)]","[np.float64(0.045125), np.float64(-0.954875)]",4,"[np.float64(0.045125), np.float64(-0.954875), np.float64(0.0), np.float64(-0.855143)]",-0.44122325,0.01935247032395011,-0.4248045796760499
0,5,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.7749544899999999), np.float64(0.83)]",0,0,1,[np.float64(0.095125)],[0.74150372 0.25849628],"[np.float64(0.7632467209735356), np.float64(0.6299736975264643)]","[np.float64(0.22504551000000006), np.float64(-0.83)]","[np.float64(0.904875), np.float64(-0.095125)]",5,"[np.float64(0.904875), np.float64(-0.095125), np.float64(0.22504551000000006), np.float64(-0.83)]",0.05119887749999999,0.7632467209735356,0.6299736975264643
0,5,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(-0.1131), np.float64(-0.9950869999999999)]",0,0,1,[np.float64(-0.0475)],[ 0.22197415 -0.77802585],"[np.float64(0.004175950811462978), np.float64(-0.9191155991885369)]","[np.float64(0.1131), np.float64(-0.004913000000000056)]","[np.float64(0.0475), np.float64(-0.9525)]",5,"[np.float64(0.0475), np.float64(-0.9525), np.float64(0.1131), np.float64(-0.004913000000000056)]",-0.19920325000000003,0.004175950811462978,-0.9191155991885369
0,6,0,State CD,"['C', 'D']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.8042104063), np.float64(0.1411)]",0,0,1,[np.float64(0.14036875)],[0.85848238 0.14151762],"[np.float64(0.8232055959112857), np.float64(0.14124616818371433)]","[np.float64(-0.8042104063), np.float64(-0.1411)]","[np.float64(-0.14036875), np.float64(-0.14036875)]",6,"[np.float64(-0.14036875), np.float64(-0.14036875), np.float64(-0.8042104063), np.float64(-0.1411)]",-0.306511976575,0.8232055959112857,0.14124616818371433
0,5,0,State GH,"['H', 'G']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(0.0), np.float64(-0.85462569)]",0,0,1,[np.float64(-0.04286875)],[ 0.0510558 -0.9489442],"[np.float64(0.017869528709305898), np.float64(-0.8876371697906942)]","[np.float64(0.0), np.float64(0.85462569)]","[np.float64(0.04286875), np.float64(0.04286875)]",5,"[np.float64(0.04286875), np.float64(0.04286875), np.float64(0.0), np.float64(0.85462569)]",0.2350907975,0.017869528709305898,-0.8876371697906942
0,6,0,State GH,"['G', 'H']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(0.0), np.float64(-0.1452863673)]",1,0,0,[np.float64(-0.0407253125)],[ 0.07469765 -0.92530235],"[np.float64(0.026144178449303866), np.float64(-0.4182919602956961)]","[np.float64(-1.0), np.float64(-0.8547136327)]","[np.float64(-0.9592746875), np.float64(-0.9592746875)]",6,"[np.float64(-0.9592746875), np.float64(-0.9592746875), np.float64(-1.0), np.float64(-0.8547136327)]",-0.943315751925,0.026144178449303866,-0.4182919602956961
0,5,0,State AB,"['A', 'B']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.83), np.float64(0.65965749)]",1,0,0,[np.float64(0.0475)],[0.36488437 0.63511563],"[np.float64(0.6672095297182556), np.float64(0.6510678387817443)]","[np.float64(-0.83), np.float64(-0.65965749)]","[np.float64(-0.0475), np.float64(-0.0475)]",5,"[np.float64(-0.0475), np.float64(-0.0475), np.float64(-0.83), np.float64(-0.65965749)]",-0.3961643725,0.6672095297182556,0.6510678387817443
0,6,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(-0.09839700000000001), np.float64(-0.99916479)]",0,0,1,[np.float64(-0.045125)],[ 0.15812061 -0.84187939],"[np.float64(-0.00861583604157741), np.float64(-0.9441148995415773)]","[np.float64(0.09839700000000001), np.float64(-0.0008352099999999751)]","[np.float64(0.045125), np.float64(-0.954875)]",6,"[np.float64(0.045125), np.float64(-0.954875), np.float64(0.09839700000000001), np.float64(-0.0008352099999999751)]",-0.2030470525,-0.00861583604157741,-0.9441148995415773
