block_number,trial_number,state_index,state_id,stim_id,context,feedback,probabilities,rewards,q_values,action,prediction_errors,correct_action,accuracy,context_value,context_prediction_errors,trial_total,averaged_pe,q_values1,q_values2
0,1,0,State AB,"['A', 'B']",Reward,"[0.0, 10.0]","['75', '25']","[0, 1]","[0, 0]",0,"[0, 1]",0,1,[0.045],[0.5],1,0.5,0.0,0.0
0,1,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[0, 0]",0,"[0, -1]",0,1,[-0.045],[-0.5],1,-0.5,0.0,0.0
0,2,0,State AB,"['B', 'A']",Reward,"[10.0, 0.0]","['75', '25']","[0, 1]","[np.float64(0.0), np.float64(0.47)]",1,"[np.float64(-0.045), np.float64(0.485)]",0,0,[0.08595],[0.455],2,0.22,0.0,0.47
0,2,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.0), np.float64(-0.47)]",0,"[np.float64(0.045), np.float64(-0.485)]",0,1,[-0.08595],[-0.455],2,-0.22,0.0,-0.47
0,1,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[0, 0]",1,"[0, -1]",0,0,[-0.045],[-0.5],1,-0.5,0.0,0.0
0,1,0,State CD,"['D', 'C']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[0, 0]",1,"[1, 1]",0,0,[0.09],[1.],1,1.0,0.0,0.0
0,2,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.0), np.float64(-0.55)]",0,"[np.float64(0.045), np.float64(-0.4049999999999999)]",0,1,[-0.08595],[-0.455],2,-0.17999999999999997,0.0,-0.55
0,2,0,State CD,"['C', 'D']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[np.float64(0.47), np.float64(0.55)]",0,"[np.float64(0.44000000000000006), np.float64(0.36)]",0,1,[0.1719],[0.91],2,0.4,0.47,0.55
0,3,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(0.02475), np.float64(-0.74035)]",0,"[np.float64(-0.9388000000000001), np.float64(-0.17370000000000008)]",0,1,[-0.1682145],[-0.91405],3,-0.5562500000000001,0.02475,-0.74035
0,3,0,State CD,"['D', 'C']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[np.float64(0.712), np.float64(0.7192000000000001)]",1,"[np.float64(0.11610000000000009), np.float64(0.1089)]",0,0,[0.246429],[0.8281],3,0.11250000000000004,0.712,0.7192000000000001
