block_number,trial_number,state_index,state_id,stim_id,context,feedback,probabilities,rewards,action,prediction_errors,correct_action,accuracy,w_values,v_values,trial_total,averaged_pe,w_values1,w_values2
0,1,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]",0,"[1, 0]",0,1,"[0.01, 0.01]",[0],1,0.5,0.01,0.01
0,2,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]",0,"[np.float64(0.44999999999999996), np.float64(-0.55)]",0,1,[0.98571429 0.01428571],[np.float64(0.55)],2,-0.050000000000000044,0.9857142857142857,0.014285714285714285
0,1,0,State GH,"['H', 'G']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]",0,"[0, 0]",0,1,"[0.01, 0.01]",[0],1,0.0,0.01,0.01
0,1,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]",1,"[0, -1]",0,0,"[0.01, 0.01]",[0],1,-0.5,0.01,0.01
0,1,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]",1,"[1, 0]",0,0,"[0.01, 0.01]",[0],1,0.5,0.01,0.01
0,2,0,State AB,"['A', 'B']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]",0,"[np.float64(0.0), np.float64(0.0)]",0,1,[0.83333333 0.16666667],[np.float64(0.0)],2,0.0,0.8333333333333333,0.16666666666666666
0,2,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]",0,"[np.float64(0.55), np.float64(0.55)]",0,1,[ 0.01470588 -0.98529412],[np.float64(-0.55)],2,0.55,0.014705882352941176,-0.9852941176470588
0,2,0,State GH,"['G', 'H']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]",0,"[np.float64(-1.0), np.float64(-1.0)]",0,1,[0.5 0.5],[np.float64(0.0)],2,-1.0,0.5,0.5
0,3,0,State AB,"['A', 'B']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]",0,"[np.float64(0.0), np.float64(0.0)]",0,1,[0.83333333 0.16666667],[np.float64(0.0)],3,0.0,0.8333333333333334,0.16666666666666669
0,3,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]",0,"[np.float64(0.2024999999999999), np.float64(-0.7975000000000001)]",0,1,[ 0.99406332 -0.00593668],[np.float64(0.7975000000000001)],3,-0.2975000000000001,0.9940633245382585,-0.005936675461741427
0,3,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]",1,"[np.float64(0.55), np.float64(-0.44999999999999996)]",0,0,[-0.28125  0.71875],[np.float64(-0.55)],3,0.050000000000000044,-0.28125,0.7187499999999999
0,3,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]",0,"[np.float64(0.2475), np.float64(-0.7525)]",0,1,[ 0.28750435 -0.71249565],[np.float64(-0.2475)],3,-0.25249999999999995,0.2875043508527672,-0.7124956491472328
0,4,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]",1,"[np.float64(-0.2024999999999999), np.float64(-0.2024999999999999)]",0,0,[-0.38578869  0.61421131],[np.float64(-0.7975000000000001)],4,-0.2024999999999999,-0.38578869047619047,0.6142113095238094
0,4,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]",0,"[np.float64(1.0), np.float64(0.0)]",0,1,[0.83333333 0.16666667],[np.float64(0.0)],4,0.5,0.8333333333333334,0.16666666666666669
0,4,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]",0,"[np.float64(0.0911249999999999), np.float64(-0.9088750000000001)]",0,1,[ 0.9676499 -0.0323501],[np.float64(0.9088750000000001)],4,-0.4088750000000001,0.9676499012810008,-0.03235009871899918
0,4,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]",0,"[np.float64(0.111375), np.float64(-0.888625)]",0,1,[ 0.38034408 -0.61965592],[np.float64(-0.111375)],4,-0.388625,0.38034408448995927,-0.6196559155100407
0,5,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]",0,"[np.float64(0.04100624999999991), np.float64(-0.9589937500000001)]",0,1,[ 0.93744528 -0.06255472],[np.float64(0.9589937500000001)],5,-0.4589937500000001,0.9374452812304254,-0.06255471876957461
0,6,0,State CD,"['C', 'D']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]",0,"[np.float64(0.01845281249999997), np.float64(0.01845281249999997)]",0,1,[ 0.90535518 -0.09464482],[np.float64(0.9815471875)],6,0.01845281249999997,0.9053551825195971,-0.09464481748040281
0,5,0,State GH,"['G', 'H']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[-1, 0]",1,"[np.float64(-0.0911249999999999), np.float64(0.9088750000000001)]",0,0,[-0.45253756  0.54746244],[np.float64(-0.9088750000000001)],5,0.4088750000000001,-0.4525375579919468,0.5474624420080532
0,5,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]",0,"[np.float64(-0.94988125), np.float64(-0.94988125)]",0,1,[ 0.41040879 -0.58959121],[np.float64(-0.05011875)],5,-0.94988125,0.41040879390428986,-0.5895912060957101
0,5,0,State AB,"['B', 'A']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]",0,"[np.float64(0.44999999999999996), np.float64(0.44999999999999996)]",0,1,[0.90079365 0.09920635],[np.float64(0.55)],5,0.44999999999999996,0.9007936507936508,0.09920634920634921
0,6,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]",0,"[np.float64(0.2024999999999999), np.float64(-0.7975000000000001)]",0,1,[0.91147557 0.08852443],[np.float64(0.7975000000000001)],6,-0.2975000000000001,0.9114755670646909,0.08852443293530907
0,6,0,State GH,"['H', 'G']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[-1, 0]",1,"[np.float64(-0.59100625), np.float64(0.40899375)]",0,0,[-0.28130245  0.71869755],[np.float64(-0.40899375)],6,-0.09100624999999998,-0.28130245054014774,0.7186975494598523
0,6,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]",0,"[np.float64(0.5725534375), np.float64(-0.4274465625)]",0,1,[-0.27286676 -0.72713324],[np.float64(-0.5725534375)],6,0.07255343749999998,-0.272866757798663,-0.727133242201337
0,7,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]",0,"[np.float64(0.0911249999999999), np.float64(-0.9088750000000001)]",0,1,[0.94879324 0.05120676],[np.float64(0.9088750000000001)],7,-0.4088750000000001,0.9487932420552458,0.051206757944754086
0,7,0,State GH,"['H', 'G']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[-1, 0]",1,"[np.float64(-0.8159528125), np.float64(0.1840471875)]",0,0,[-0.23425488  0.76574512],[np.float64(-0.1840471875)],7,-0.31595281249999996,-0.23425488381858633,0.7657451161814136
