block_number,trial_number,state_index,state_id,stim_id,context,feedback,probabilities,rewards,q_values,action,correct_action,accuracy,v_values,w_values,h_values,q_prediction_errors,v_prediction_errors,trial_total,prediction_errors,averaged_pe,h_values1,h_values2
0,1,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[0, 0]",1,0,0,[0],"[0.01, 0.01]","[np.float64(0.0018000000000000006), np.float64(0.0018000000000000006)]","[0, -1]","[0, -1]",1,"[0, -1, 0, -1]",-0.5,0.0018000000000000006,0.0018000000000000006
0,1,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[0, 0]",0,0,1,[0],"[0.01, 0.01]","[np.float64(0.0018000000000000006), np.float64(0.0018000000000000006)]","[0, -1]","[0, -1]",1,"[0, -1, 0, -1]",-0.5,0.0018000000000000006,0.0018000000000000006
0,1,0,State CD,"['D', 'C']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[0, 0]",0,0,1,[0],"[0.01, 0.01]","[np.float64(0.0018000000000000006), np.float64(0.0018000000000000006)]","[1, 1]","[1, 1]",1,"[1, 1, 1, 1]",1.0,0.0018000000000000006,0.0018000000000000006
0,2,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(0.0), np.float64(-0.52)]",0,0,1,[np.float64(0.0)],[ 0.01333333 -0.98666667],"[np.float64(0.0024000000000000007), np.float64(-0.6040000000000001)]","[np.float64(0.0), np.float64(0.52)]","[np.float64(0.0), np.float64(0.0)]",2,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.52)]",0.13,0.0024000000000000007,-0.6040000000000001
0,1,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[0, 0]",1,0,0,[0],"[0.01, 0.01]","[np.float64(0.0018000000000000006), np.float64(0.0018000000000000006)]","[1, 0]","[1, 0]",1,"[1, 0, 1, 0]",0.5,0.0018000000000000006,0.0018000000000000006
0,2,0,State EF,"['F', 'E']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(0.0), np.float64(-0.03)]",0,0,1,[np.float64(-0.08)],[ 0.01666667 -0.98333333],"[np.float64(0.003000000000000001), np.float64(-0.20160000000000006)]","[np.float64(0.0), np.float64(0.03)]","[np.float64(0.08), np.float64(0.08)]",2,"[np.float64(0.08), np.float64(0.08), np.float64(0.0), np.float64(0.03)]",0.0475,0.003000000000000001,-0.20160000000000006
0,2,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.03), np.float64(0.52)]",0,0,1,[np.float64(0.08)],[0.44525547 0.55474453],"[np.float64(0.10474598540145987), np.float64(0.5262540145985402)]","[np.float64(0.97), np.float64(-0.52)]","[np.float64(0.92), np.float64(-0.08)]",2,"[np.float64(0.92), np.float64(-0.08), np.float64(0.97), np.float64(-0.52)]",0.3225,0.10474598540145987,0.5262540145985402
0,2,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.52), np.float64(0.0)]",0,0,1,[np.float64(0.0)],[0.98701299 0.01298701],"[np.float64(0.6040623376623377), np.float64(0.002337662337662338)]","[np.float64(0.48), np.float64(0.0)]","[np.float64(1.0), np.float64(0.0)]",2,"[np.float64(1.0), np.float64(0.0), np.float64(0.48), np.float64(0.0)]",0.37,0.6040623376623377,0.002337662337662338
0,3,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.0591), np.float64(0.2496)]",1,0,0,[np.float64(0.15360000000000001)],[0.66840179 0.33159821],"[np.float64(0.16877432265513398), np.float64(0.26435967734486604)]","[np.float64(0.9409), np.float64(-0.2496)]","[np.float64(0.8464), np.float64(-0.15360000000000001)]",3,"[np.float64(0.8464), np.float64(-0.15360000000000001), np.float64(0.9409), np.float64(-0.2496)]",0.346025,0.16877432265513398,0.26435967734486604
0,3,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.5344), np.float64(0.0)]",0,0,1,[np.float64(0.08)],[0.99188312 0.00811688],"[np.float64(0.6167469610389611), np.float64(0.0014610389610389615)]","[np.float64(0.4656), np.float64(0.0)]","[np.float64(0.92), np.float64(-0.08)]",3,"[np.float64(0.92), np.float64(-0.08), np.float64(0.4656), np.float64(0.0)]",0.3264,0.6167469610389611,0.0014610389610389615
0,4,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.548368), np.float64(0.0)]",1,0,0,[np.float64(0.15360000000000001)],[ 0.96748702 -0.03251298],"[np.float64(0.6238094234601299), np.float64(-0.005852336539870112)]","[np.float64(0.45163200000000003), np.float64(0.0)]","[np.float64(0.8464), np.float64(-0.15360000000000001)]",4,"[np.float64(0.8464), np.float64(-0.15360000000000001), np.float64(0.45163200000000003), np.float64(0.0)]",0.28610800000000003,0.6238094234601299,-0.005852336539870112
0,4,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.548368), np.float64(0.242112)]",0,0,1,[np.float64(0.14131200000000002)],[0.84478672 0.15521328],"[np.float64(0.6017233703920124), np.float64(0.22647022960798763)]","[np.float64(0.45163200000000003), np.float64(-0.242112)]","[np.float64(0.858688), np.float64(-0.14131200000000002)]",4,"[np.float64(0.858688), np.float64(-0.14131200000000002), np.float64(0.45163200000000003), np.float64(-0.242112)]",0.231724,0.6017233703920124,0.22647022960798763
0,3,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(0.0), np.float64(-0.0144)]",0,0,1,[np.float64(-0.0736)],[ 0.06545209 -0.93454791],"[np.float64(0.011781376518218626), np.float64(-0.18002662348178144)]","[np.float64(-1.0), np.float64(-0.9856)]","[np.float64(-0.9264), np.float64(-0.9264)]",3,"[np.float64(-0.9264), np.float64(-0.9264), np.float64(-1.0), np.float64(-0.9856)]",-0.9596,0.011781376518218626,-0.18002662348178144
0,3,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(0.0), np.float64(-0.2496)]",0,0,1,[np.float64(0.0)],[ 0.01333333 -0.98666667],"[np.float64(0.0024000000000000007), np.float64(-0.38227200000000006)]","[np.float64(-1.0), np.float64(-0.7504)]","[np.float64(-1.0), np.float64(-1.0)]",3,"[np.float64(-1.0), np.float64(-1.0), np.float64(-1.0), np.float64(-0.7504)]",-0.9376,0.0024000000000000007,-0.38227200000000006
0,4,0,State GH,"['G', 'H']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(-0.03), np.float64(-0.6398079999999999)]",0,0,1,[np.float64(-0.08)],[-0.25251076 -0.74748924],"[np.float64(-0.0700519368723099), np.float64(-0.6591906231276901)]","[np.float64(-0.97), np.float64(-0.36019200000000007)]","[np.float64(-0.92), np.float64(-0.92)]",4,"[np.float64(-0.92), np.float64(-0.92), np.float64(-0.97), np.float64(-0.36019200000000007)]",-0.792548,-0.0700519368723099,-0.6591906231276901
0,4,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(-0.03), np.float64(-0.526912)]",0,0,1,[np.float64(-0.147712)],[-0.23134388 -0.76865612],"[np.float64(-0.06624189838949707), np.float64(-0.570425941610503)]","[np.float64(0.03), np.float64(-0.47308799999999995)]","[np.float64(0.147712), np.float64(-0.8522879999999999)]",4,"[np.float64(0.147712), np.float64(-0.8522879999999999), np.float64(0.03), np.float64(-0.47308799999999995)]",-0.28691599999999995,-0.06624189838949707,-0.570425941610503
0,5,0,State CD,"['C', 'D']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[np.float64(0.56191696), np.float64(0.11621376)]",0,0,1,[np.float64(0.21000704000000003)],[0.96506651 0.03493349],"[np.float64(0.6344838795866078), np.float64(0.10158331081339225)]","[np.float64(0.43808304), np.float64(0.8837862400000001)]","[np.float64(0.78999296), np.float64(0.78999296)]",5,"[np.float64(0.78999296), np.float64(0.78999296), np.float64(0.43808304), np.float64(0.8837862400000001)]",0.7254638,0.6344838795866078,0.10158331081339225
0,5,0,State AB,"['B', 'A']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[np.float64(0.78321664), np.float64(0.0)]",0,0,1,[np.float64(0.14131200000000002)],[ 0.92780784 -0.07219216],"[np.float64(0.8092430551512125), np.float64(-0.012994589648787531)]","[np.float64(0.21678335999999998), np.float64(1.0)]","[np.float64(0.858688), np.float64(0.858688)]",5,"[np.float64(0.858688), np.float64(0.858688), np.float64(0.21678335999999998), np.float64(1.0)]",0.7335398399999999,0.8092430551512125,-0.012994589648787531
0,5,0,State EF,"['F', 'E']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[-1, 0]","[np.float64(-0.029099999999999997), np.float64(-0.77291776)]",0,0,1,[np.float64(-0.13589504000000002)],[-0.09204031 -0.90795969],"[np.float64(-0.040429256508944904), np.float64(-0.7972253066910551)]","[np.float64(-0.9709), np.float64(0.77291776)]","[np.float64(-0.8641049599999999), np.float64(0.13589504000000002)]",5,"[np.float64(-0.8641049599999999), np.float64(0.13589504000000002), np.float64(-0.9709), np.float64(0.77291776)]",-0.23154803999999993,-0.040429256508944904,-0.7972253066910551
0,5,0,State GH,"['H', 'G']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[-1, 0]","[np.float64(-0.0591), np.float64(-0.82710784)]",0,0,1,[np.float64(-0.15360000000000001)],[-0.3588362 -0.6411638],"[np.float64(-0.11305251600013824), np.float64(-0.7936379127998618)]","[np.float64(-0.9409), np.float64(0.82710784)]","[np.float64(-0.8464), np.float64(0.15360000000000001)]",5,"[np.float64(-0.8464), np.float64(0.15360000000000001), np.float64(-0.9409), np.float64(0.82710784)]",-0.20164804000000003,-0.11305251600013824,-0.7936379127998618
0,6,0,State CD,"['D', 'C']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[np.float64(0.5750594512), np.float64(0.5757826048000001)]",0,0,1,[np.float64(0.27320647680000004)],[0.69637982 0.30362018],"[np.float64(0.5968971184221812), np.float64(0.5267933674978189)]","[np.float64(0.4249405488), np.float64(0.4242173951999999)]","[np.float64(0.7267935232), np.float64(0.7267935232)]",6,"[np.float64(0.7267935232), np.float64(0.7267935232), np.float64(0.4249405488), np.float64(0.4242173951999999)]",0.5756862476,0.5968971184221812,0.5267933674978189
0,6,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(-0.087327), np.float64(-0.3970117632)]",1,0,0,[np.float64(-0.221312)],[-0.62232609 -0.37767391],"[np.float64(-0.18362683542748898), np.float64(-0.39353095039651104)]","[np.float64(0.087327), np.float64(-0.6029882368)]","[np.float64(0.221312), np.float64(-0.778688)]",6,"[np.float64(0.221312), np.float64(-0.778688), np.float64(0.087327), np.float64(-0.6029882368)]",-0.2682593092,-0.18362683542748898,-0.39353095039651104
0,6,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(-0.058227), np.float64(-0.3710005248)]",1,0,0,[np.float64(-0.20502343680000001)],[-0.43098152 -0.56901848],"[np.float64(-0.1253228131747125), np.float64(-0.40664375716128753)]","[np.float64(0.058227), np.float64(-0.6289994752)]","[np.float64(0.20502343680000001), np.float64(-0.7949765632)]",6,"[np.float64(0.20502343680000001), np.float64(-0.7949765632), np.float64(0.058227), np.float64(-0.6289994752)]",-0.29018140039999996,-0.1253228131747125,-0.40664375716128753
0,6,0,State AB,"['A', 'B']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.7897201408), np.float64(0.52)]",0,0,1,[np.float64(0.21000704000000003)],[0.71619455 0.28380545],"[np.float64(0.77648553502466), np.float64(0.4774849804313401)]","[np.float64(-0.7897201408), np.float64(-0.52)]","[np.float64(-0.21000704000000003), np.float64(-0.21000704000000003)]",6,"[np.float64(-0.21000704000000003), np.float64(-0.21000704000000003), np.float64(-0.7897201408), np.float64(-0.52)]",-0.43243355520000004,0.77648553502466,0.4774849804313401
0,7,0,State EF,"['F', 'E']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(-0.02794896), np.float64(-0.389870509056)]",0,0,1,[np.float64(-0.268621561856)],[-0.20949977 -0.79050023],"[np.float64(-0.06062810551303709), np.float64(-0.461983859112883)]","[np.float64(0.02794896), np.float64(0.389870509056)]","[np.float64(0.268621561856), np.float64(0.268621561856)]",7,"[np.float64(0.268621561856), np.float64(0.268621561856), np.float64(0.02794896), np.float64(0.389870509056)]",0.23876564819200002,-0.06062810551303709,-0.461983859112883
0,7,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.587807667664), np.float64(0.796375650304)]",1,0,0,[np.float64(0.33134995865600003)],[0.57160931 0.42839069],"[np.float64(0.5848919636260647), np.float64(0.7301383571076954)]","[np.float64(0.41219233233599994), np.float64(-0.796375650304)]","[np.float64(0.668650041344), np.float64(-0.33134995865600003)]",7,"[np.float64(0.668650041344), np.float64(-0.33134995865600003), np.float64(0.41219233233599994), np.float64(-0.796375650304)]",-0.01172080882000004,0.5848919636260647,0.7301383571076954
0,7,0,State AB,"['B', 'A']",Reward,"[10.0, 0.0]","['75', '25']","[0, 1]","[np.float64(0.766028536576), np.float64(0.2496)]",0,0,1,[np.float64(0.19320647680000003)],[0.82372388 0.17627612],"[np.float64(0.7764136978423838), np.float64(0.23640170214993617)]","[np.float64(-0.766028536576), np.float64(0.7504)]","[np.float64(-0.19320647680000003), np.float64(0.8067935232)]",7,"[np.float64(-0.19320647680000003), np.float64(0.8067935232), np.float64(-0.766028536576), np.float64(0.7504)]",0.14948962745599997,0.7764136978423838,0.23640170214993617
0,7,0,State GH,"['G', 'H']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(-0.041916959999999996), np.float64(-0.415101410304)]",0,0,1,[np.float64(-0.28360704000000003)],[-0.35070088 -0.64929912],"[np.float64(-0.09749806566459052), np.float64(-0.4572569979846895)]","[np.float64(-0.95808304), np.float64(-0.584898589696)]","[np.float64(-0.71639296), np.float64(-0.71639296)]",7,"[np.float64(-0.71639296), np.float64(-0.71639296), np.float64(-0.95808304), np.float64(-0.584898589696)]",-0.7439418874239999,-0.09749806566459052,-0.4572569979846895
0,8,0,State GH,"['H', 'G']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[-1, 0]","[np.float64(-0.0706594512), np.float64(-0.71924867694592)]",0,0,1,[np.float64(-0.34091847680000004)],[-0.39678946 -0.60321054],"[np.float64(-0.12936285361681893), np.float64(-0.6983618114628354)]","[np.float64(-0.9293405487999999), np.float64(0.71924867694592)]","[np.float64(-0.6590815232), np.float64(0.34091847680000004)]",8,"[np.float64(-0.6590815232), np.float64(0.34091847680000004), np.float64(-0.9293405487999999), np.float64(0.71924867694592)]",-0.13206372956352,-0.12936285361681893,-0.6983618114628354
0,8,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(-0.0271104912), np.float64(-0.18713784434688)]",0,0,1,[np.float64(-0.24713183690752)],[-0.07582334 -0.92417666],"[np.float64(-0.035878803903138634), np.float64(-0.319804831245303)]","[np.float64(0.0271104912), np.float64(-0.81286215565312)]","[np.float64(0.24713183690752), np.float64(-0.7528681630924801)]",8,"[np.float64(0.24713183690752), np.float64(-0.7528681630924801), np.float64(0.0271104912), np.float64(-0.81286215565312)]",-0.32287199765952,-0.035878803903138634,-0.319804831245303
