block_number,trial_number,state_index,state_id,stim_id,context,feedback,probabilities,rewards,q_values,action,correct_action,accuracy,v_values,w_values,h_values,q_prediction_errors,v_prediction_errors,trial_total,prediction_errors,averaged_pe,h_values1,h_values2
0,1,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[0, 0]",1,0,0,[0],"[0.01, 0.01]","[np.float64(0.0012), np.float64(0.0012)]","[1, 0]","[1, 0]",1,"[1, 0, 1, 0]",0.5,0.0012,0.0012
0,1,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[0, 0]",0,0,1,[0],"[0.01, 0.01]","[np.float64(0.0012), np.float64(0.0012)]","[1, 0]","[1, 0]",1,"[1, 0, 1, 0]",0.5,0.0012,0.0012
0,2,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.59), np.float64(0.0)]",0,0,1,[np.float64(0.65)],[0.83333333 0.16666667],"[np.float64(0.6192), np.float64(0.019999999999999997)]","[np.float64(0.41000000000000003), np.float64(0.0)]","[np.float64(0.35), np.float64(-0.65)]",2,"[np.float64(0.35), np.float64(-0.65), np.float64(0.41000000000000003), np.float64(0.0)]",0.027499999999999997,0.6192,0.019999999999999997
0,1,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[0, 0]",1,0,0,[0],"[0.01, 0.01]","[np.float64(0.0012), np.float64(0.0012)]","[0, -1]","[0, -1]",1,"[0, -1, 0, -1]",-0.5,0.0012,0.0012
0,2,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.0), np.float64(-0.59)]",0,0,1,[np.float64(-0.65)],[ 0.25 -0.75],"[np.float64(0.03), np.float64(-0.6092)]","[np.float64(0.0), np.float64(-0.41000000000000003)]","[np.float64(0.65), np.float64(-0.35)]",2,"[np.float64(0.65), np.float64(-0.35), np.float64(0.0), np.float64(-0.41000000000000003)]",-0.027499999999999997,0.03,-0.6092
0,1,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[0, 0]",0,0,1,[0],"[0.01, 0.01]","[np.float64(0.0012), np.float64(0.0012)]","[0, -1]","[0, -1]",1,"[0, -1, 0, -1]",-0.5,0.0012,0.0012
0,2,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(0.0), np.float64(-0.04)]",0,0,1,[np.float64(0.0)],[ 0.01086957 -0.98913043],"[np.float64(0.0013043478260869564), np.float64(-0.15389565217391304)]","[np.float64(-1.0), np.float64(-0.96)]","[np.float64(-1.0), np.float64(-1.0)]",2,"[np.float64(-1.0), np.float64(-1.0), np.float64(-1.0), np.float64(-0.96)]",-0.99,0.0013043478260869564,-0.15389565217391304
0,2,0,State AB,"['A', 'B']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.04), np.float64(0.0)]",0,0,1,[np.float64(0.0)],[0.9893617 0.0106383],"[np.float64(0.15392340425531914), np.float64(0.001276595744680851)]","[np.float64(-0.04), np.float64(0.0)]","[np.float64(0.0), np.float64(0.0)]",2,"[np.float64(0.0), np.float64(0.0), np.float64(-0.04), np.float64(0.0)]",-0.01,0.15392340425531914,0.001276595744680851
0,3,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(-0.59), np.float64(-0.0784)]",1,0,0,[np.float64(-0.65)],[-0.01502916 -0.98497084],"[np.float64(-0.5210034993270525), np.float64(-0.1871885006729475)]","[np.float64(0.59), np.float64(-0.9216)]","[np.float64(0.65), np.float64(-0.35)]",3,"[np.float64(0.65), np.float64(-0.35), np.float64(0.59), np.float64(-0.9216)]",-0.00789999999999999,-0.5210034993270525,-0.1871885006729475
0,4,0,State GH,"['H', 'G']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(-0.5664), np.float64(-0.622144)]",0,0,1,[np.float64(-0.8775)],[ 0.36851601 -0.63148399],"[np.float64(-0.45421007851513895), np.float64(-0.6232647985151388)]","[np.float64(0.5664), np.float64(0.622144)]","[np.float64(0.8775), np.float64(0.8775)]",4,"[np.float64(0.8775), np.float64(0.8775), np.float64(0.5664), np.float64(0.622144)]",0.7358859999999999,-0.45421007851513895,-0.6232647985151388
