block_number,trial_number,state_index,state_id,stim_id,context,feedback,probabilities,rewards,action,prediction_errors,correct_action,accuracy,w_values,v_values,trial_total,averaged_pe,w_values1,w_values2
0,1,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]",0,"[0, -1]",0,1,"[0.01, 0.01]",[0],1,-0.5,0.01,0.01
0,2,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]",0,"[np.float64(0.0), np.float64(-1.0)]",0,1,[ 0.25 -0.75],[np.float64(0.0)],2,-0.5,0.25,-0.75
0,1,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]",1,"[1, 0]",0,0,"[0.01, 0.01]",[0],1,0.5,0.01,0.01
0,1,0,State GH,"['H', 'G']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]",0,"[0, 0]",0,1,"[0.01, 0.01]",[0],1,0.0,0.01,0.01
0,2,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]",0,"[np.float64(1.0), np.float64(0.0)]",0,1,[0.83333333 0.16666667],[np.float64(0.0)],2,0.5,0.8333333333333333,0.16666666666666666
0,1,0,State CD,"['D', 'C']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]",0,"[0, 0]",0,1,"[0.01, 0.01]",[0],1,0.0,0.01,0.01
0,2,0,State GH,"['G', 'H']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]",0,"[np.float64(-1.0), np.float64(-1.0)]",0,1,[0.5 0.5],[np.float64(0.0)],2,-1.0,0.5,0.5
0,2,0,State CD,"['C', 'D']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]",0,"[np.float64(1.0), np.float64(1.0)]",0,1,[0.5 0.5],[np.float64(0.0)],2,1.0,0.5,0.5
0,3,0,State AB,"['B', 'A']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]",0,"[np.float64(-0.52), np.float64(-0.52)]",0,1,[0.87277354 0.12722646],[np.float64(0.52)],3,-0.52,0.8727735368956743,0.1272264631043257
0,3,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]",0,"[np.float64(0.48), np.float64(-0.52)]",0,1,[0.6 0.4],[np.float64(0.52)],3,-0.020000000000000018,0.6,0.4
0,3,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]",1,"[np.float64(0.52), np.float64(-0.48)]",0,0,[0.29230769 0.70769231],[np.float64(-0.52)],3,0.020000000000000018,0.2923076923076923,0.7076923076923077
0,4,0,State CD,"['D', 'C']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]",0,"[np.float64(-0.7696000000000001), np.float64(-0.7696000000000001)]",0,1,[0.66382979 0.33617021],[np.float64(0.7696000000000001)],4,-0.7696000000000001,0.6638297872340425,0.3361702127659575
0,4,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]",1,"[np.float64(-0.23039999999999994), np.float64(-0.23039999999999994)]",0,0,[0.35906845 0.64093155],[np.float64(-0.7696000000000001)],4,-0.23039999999999994,0.3590684544812985,0.6409315455187016
0,4,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]",0,"[np.float64(0.7504), np.float64(-0.2496)]",0,1,[0.8698943 0.1301057],[np.float64(0.2496)],4,0.25039999999999996,0.869894299383465,0.1301057006165351
0,3,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]",0,"[np.float64(0.0), np.float64(-1.0)]",0,1,[ 0.24038462 -0.75961538],[np.float64(0.0)],3,-0.5,0.24038461538461536,-0.7596153846153846
0,4,0,State EF,"['E', 'F']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]",0,"[np.float64(-1.0), np.float64(-1.0)]",0,1,[ 0.23113905 -0.76886095],[np.float64(0.0)],4,-1.0,0.23113905325443784,-0.7688609467455622
0,5,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]",0,"[np.float64(-0.48), np.float64(-0.48)]",0,1,[-0.08883519 -0.91116481],[np.float64(-0.52)],5,-0.48,-0.08883519413431096,-0.9111648058656889
0,5,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]",1,"[np.float64(0.889408), np.float64(0.889408)]",0,0,[0.38053913 0.61946087],[np.float64(-0.889408)],5,0.889408,0.3805391299178759,0.619460870082124
0,5,0,State AB,"['A', 'B']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]",0,"[np.float64(-0.6398079999999999), np.float64(-0.6398079999999999)]",0,1,[0.90175219 0.09824781],[np.float64(0.6398079999999999)],5,-0.6398079999999999,0.9017521914737493,0.09824780852625065
0,6,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]",0,"[np.float64(0.7696000000000001), np.float64(-0.23039999999999994)]",0,1,[-0.20345479 -0.79654521],[np.float64(-0.7696000000000001)],6,0.26960000000000006,-0.20345478949855392,-0.796545210501446
0,6,0,State AB,"['B', 'A']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]",0,"[np.float64(-0.30710783999999997), np.float64(-0.30710783999999997)]",0,1,[0.9063799 0.0936201],[np.float64(0.30710783999999997)],6,-0.30710783999999997,0.9063799004438653,0.09362009955613464
0,5,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]",0,"[np.float64(0.630592), np.float64(-0.369408)]",0,1,[0.58202916 0.41797084],[np.float64(0.369408)],5,0.130592,0.5820291624247818,0.41797083757521836
0,6,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]",0,"[np.float64(0.30268416), np.float64(-0.69731584)]",0,1,[0.65851439 0.34148561],[np.float64(0.69731584)],6,-0.19731584000000002,0.6585143907183608,0.3414856092816393
0,6,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]",1,"[np.float64(0.42691584), np.float64(-0.5730841600000001)]",0,0,[0.31733222 0.68266778],[np.float64(-0.42691584)],6,-0.07308416000000004,0.31733221590012234,0.6826677840998777
0,7,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]",0,"[np.float64(0.8525882368), np.float64(-0.1474117632)]",0,1,[0.90886872 0.09113128],[np.float64(0.1474117632)],7,0.35258823679999995,0.9088687181499784,0.09113128185002162
0,7,0,State GH,"['G', 'H']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[-1, 0]",1,"[np.float64(-0.27508039679999996), np.float64(0.7249196032)]",0,0,[0.39838059 0.60161941],[np.float64(-0.7249196032)],7,0.22491960320000004,0.3983805875260093,0.6016194124739908
0,7,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]",0,"[np.float64(0.14528839680000005), np.float64(-0.8547116032)]",0,1,[0.70580602 0.29419398],[np.float64(0.8547116032)],7,-0.35471160319999995,0.7058060156076639,0.2941939843923361
0,8,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]",0,"[np.float64(0.40924235366399997), np.float64(-0.590757646336)]",0,1,[0.93226763 0.06773237],[np.float64(0.590757646336)],8,-0.09075764633600003,0.9322676312296376,0.06773236877036239
0,8,0,State CD,"['C', 'D']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]",0,"[np.float64(0.06973843046400008), np.float64(0.06973843046400008)]",0,1,[0.7427855 0.2572145],[np.float64(0.9302615695359999)],8,0.06973843046400008,0.7427854985697334,0.2572145014302666
0,7,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]",0,"[np.float64(0.369408), np.float64(-0.630592)]",0,1,[ 0.04176709 -0.95823291],[np.float64(-0.369408)],7,-0.130592,0.04176708850633149,-0.9582329114936685
0,8,0,State GH,"['H', 'G']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]",1,"[np.float64(0.347961409536), np.float64(0.347961409536)]",0,0,[0.31916486 0.68083514],[np.float64(-0.347961409536)],8,0.347961409536,0.3191648631067291,0.6808351368932708
0,8,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]",0,"[np.float64(0.17731584), np.float64(-0.82268416)]",0,1,[ 0.1371221 -0.8628779],[np.float64(-0.17731584)],8,-0.32268416,0.13712210378401643,-0.8628778962159837
0,9,0,State EF,"['E', 'F']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]",0,"[np.float64(-0.9148883968), np.float64(-0.9148883968)]",0,1,[ 0.17657356 -0.82342644],[np.float64(-0.0851116032)],9,-0.9148883968,0.17657356342268557,-0.8234264365773144
0,9,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]",1,"[np.float64(-0.83297852342272), np.float64(-0.83297852342272)]",0,0,[0.29692221 0.70307779],[np.float64(-0.16702147657728)],9,-0.83297852342272,0.2969222053094628,0.7030777946905373
0,9,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]",0,"[np.float64(0.19643632975871994), np.float64(-0.8035636702412801)]",0,1,[0.96002477 0.03997523],[np.float64(0.8035636702412801)],9,-0.30356367024128006,0.9600247726356932,0.039975227364306795
0,10,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]",0,"[np.float64(0.09428943828418557), np.float64(-0.9057105617158144)]",0,1,[0.99238624 0.00761376],[np.float64(0.9057105617158144)],10,-0.40571056171581443,0.9923862358394926,0.007613764160507395
0,10,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]",0,"[np.float64(0.560853569536), np.float64(-0.43914643046400004)]",0,1,[-0.11068746 -0.88931254],[np.float64(-0.560853569536)],10,0.06085356953599996,-0.11068746266092462,-0.8893125373390753
0,9,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]",0,"[np.float64(0.03347444662272003), np.float64(-0.96652555337728)]",0,1,[0.74619104 0.25380896],[np.float64(0.96652555337728)],9,-0.46652555337727997,0.7461910447139483,0.2538089552860517
0,10,0,State CD,"['C', 'D']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]",0,"[np.float64(0.01606773437890563), np.float64(0.01606773437890563)]",0,1,[0.77858971 0.22141029],[np.float64(0.9839322656210944)],10,0.01606773437890563,0.7785897106957317,0.22141028930426837
0,10,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]",1,"[np.float64(0.6001703087570944), np.float64(-0.39982969124290557)]",0,0,[0.37208027 0.62791973],[np.float64(-0.6001703087570944)],10,0.10017030875709443,0.372080270334979,0.627919729665021
0,11,0,State CD,"['C', 'D']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]",0,"[np.float64(-0.9922874874981253), np.float64(-0.9922874874981253)]",0,1,[0.77918878 0.22081122],[np.float64(0.9922874874981253)],11,-0.9922874874981253,0.7791887789373462,0.2208112210626538
0,11,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]",1,"[np.float64(0.8080817482034053), np.float64(-0.19191825179659472)]",0,0,[0.44006761 0.55993239],[np.float64(-0.8080817482034053)],11,0.3080817482034053,0.4400676123404772,0.5599323876595229
0,11,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]",0,"[np.float64(0.26920971337727995), np.float64(-0.73079028662272)]",0,1,[ 0.06512735 -0.93487265],[np.float64(-0.26920971337727995)],11,-0.23079028662272005,0.06512734724034028,-0.9348726527596598
0,12,0,State GH,"['G', 'H']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]",0,"[np.float64(-0.09212076086236543), np.float64(-0.09212076086236543)]",0,1,[0.4855849 0.5144151],[np.float64(-0.9078792391376346)],12,-0.09212076086236543,0.4855848980017054,0.5144151019982947
0,12,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]",0,"[np.float64(-0.8707793375789057), np.float64(-0.8707793375789057)]",0,1,[ 0.13353478 -0.86646522],[np.float64(-0.12922066242109437)],12,-0.8707793375789057,0.13353477553142695,-0.8664652244685731
0,11,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]",0,"[np.float64(0.045258930376409046), np.float64(-0.954741069623591)]",0,1,[ 0.97275393 -0.02724607],[np.float64(0.954741069623591)],11,-0.45474106962359095,0.9727539287440533,-0.027246071255946625
0,12,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]",0,"[np.float64(0.021724286580676377), np.float64(-0.9782757134193236)]",0,1,[ 0.93781175 -0.06218825],[np.float64(0.9782757134193236)],12,-0.4782757134193236,0.9378117508096163,-0.06218824919038358
0,12,0,State CD,"['D', 'C']",Reward,"[10.0, 0.0]","['75', '25']","[0, 1]",0,"[np.float64(-0.4762979939991001), np.float64(0.5237020060008999)]",0,1,[0.72250667 0.27749333],[np.float64(0.4762979939991001)],12,0.02370200600089989,0.7225066741506939,0.2774933258493061
0,13,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]",0,"[np.float64(0.7713769628804319), np.float64(-0.22862303711956805)]",0,1,[0.65825847 0.34174153],[np.float64(0.22862303711956805)],13,0.2713769628804319,0.6582584737660139,0.34174152623398607
0,14,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]",0,"[np.float64(0.3702609421826073), np.float64(-0.6297390578173927)]",0,1,[0.72959229 0.27040771],[np.float64(0.6297390578173927)],14,-0.1297390578173927,0.7295922852670322,0.2704077147329678
0,13,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]",0,"[np.float64(0.9557820347860646), np.float64(0.9557820347860646)]",0,1,[0.472254 0.527746],[np.float64(-0.9557820347860646)],13,0.9557820347860646,0.472254001409935,0.5277459985900649
0,13,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]",0,"[np.float64(0.010427657558724657), np.float64(-0.9895723424412753)]",0,1,[ 0.90312399 -0.09687601],[np.float64(0.9895723424412753)],13,-0.48957234244127534,0.9031239942719947,-0.09687600572800519
0,13,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]",0,"[np.float64(0.5820259179621253), np.float64(0.5820259179621253)]",0,1,[-0.1314507 -0.8685493],[np.float64(-0.5820259179621253)],13,0.5820259179621253,-0.13145070466350342,-0.8685492953364966
0,14,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]",0,"[np.float64(0.27937244062182015), np.float64(-0.7206275593781799)]",0,1,[ 0.05476944 -0.94523056],[np.float64(-0.27937244062182015)],14,-0.22062755937817988,0.05476943977510993,-0.94523056022489
0,14,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]",0,"[np.float64(0.458775376697311), np.float64(-0.541224623302689)]",0,1,[0.57589567 0.42410433],[np.float64(-0.458775376697311)],14,-0.04122462330268897,0.5758956736264891,0.42410432637351086
0,14,0,State AB,"['A', 'B']",Reward,"[0.0, 10.0]","['75', '25']","[0, 1]",0,"[np.float64(-0.9949947243718121), np.float64(0.005005275628187866)]",0,1,[ 0.86914377 -0.13085623],[np.float64(0.9949947243718121)],14,-0.49499472437181213,0.8691437711914164,-0.13085622880858352
0,15,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]",0,"[np.float64(-0.7797878191852907), np.float64(-0.7797878191852907)]",0,1,[0.6408481 0.3591519],[np.float64(-0.22021218081470928)],15,-0.7797878191852907,0.6408480994944685,0.3591519005055315
0,15,0,State CD,"['D', 'C']",Reward,"[10.0, 0.0]","['75', '25']","[0, 1]",0,"[np.float64(-0.8222747477523484), np.float64(0.17772525224765157)]",0,1,[0.77494484 0.22505516],[np.float64(0.8222747477523484)],15,-0.32227474775234843,0.7749448387466475,0.22505516125335248
0,15,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]",0,"[np.float64(0.13409877149847366), np.float64(-0.8659012285015264)]",0,1,[ 0.12674469 -0.87325531],[np.float64(-0.13409877149847366)],15,-0.3659012285015264,0.12674468637356362,-0.8732553136264363
0,15,0,State AB,"['B', 'A']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]",0,"[np.float64(-0.4775974676984698), np.float64(-0.4775974676984698)]",0,1,[ 0.8110136 -0.1889864],[np.float64(0.4775974676984698)],15,-0.4775974676984698,0.8110135986294644,-0.18898640137053552
0,16,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]",0,"[np.float64(0.6053081210788728), np.float64(-0.3946918789211272)]",0,1,[0.69135471 0.30864529],[np.float64(0.3946918789211272)],16,0.10530812107887277,0.6913547106166498,0.30864528938335023
0,16,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]",1,"[np.float64(0.6257018467910604), np.float64(0.6257018467910604)]",0,0,[0.54893138 0.45106862],[np.float64(-0.6257018467910604)],16,0.6257018467910604,0.5489313756530281,0.45106862434697187
0,16,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]",0,"[np.float64(0.06436741031926735), np.float64(-0.9356325896807327)]",0,1,[ 0.15639682 -0.84360318],[np.float64(-0.06436741031926735)],16,-0.4356325896807327,0.1563968246017724,-0.8436031753982277
0,16,0,State AB,"['A', 'B']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]",0,"[np.float64(-0.22924678449526548), np.float64(-0.22924678449526548)]",0,1,[ 0.76110371 -0.23889629],[np.float64(0.22924678449526548)],16,-0.22924678449526548,0.7611037087049572,-0.2388962912950428
