block_number,trial_number,state_index,state_id,stim_id,context,feedback,probabilities,rewards,q_values,action,prediction_errors,correct_action,accuracy,context_value,context_prediction_errors,trial_total,averaged_pe,q_values1,q_values2
0,1,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[0, 0]",0,"[0, 0]",0,1,[0.],[0.],1,0.0,0.0,0.0
0,1,0,State AB,"['B', 'A']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[0, 0]",0,"[1, 1]",0,1,[0.05],[1.],1,1.0,0.0,0.0
0,2,0,State AB,"['A', 'B']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[np.float64(0.64), np.float64(0.94)]",1,"[np.float64(0.30999999999999994), np.float64(0.010000000000000009)]",0,0,[0.0975],[0.95],2,0.15999999999999998,0.64,0.94
0,1,0,State CD,"['D', 'C']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[0, 0]",1,"[0, 0]",0,0,[0.],[0.],1,0.0,0.0,0.0
0,1,0,State GH,"['H', 'G']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[-1, 0]","[0, 0]",0,"[-1, 0]",0,1,[-0.025],[-0.5],1,-0.5,0.0,0.0
0,2,0,State EF,"['F', 'E']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(0.0), np.float64(0.0)]",1,"[np.float64(0.0), np.float64(0.0)]",0,0,[0.],[0.],2,0.0,0.0,0.0
0,2,0,State CD,"['C', 'D']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.0), np.float64(0.0)]",1,"[np.float64(0.0), np.float64(0.0)]",0,0,[0.],[0.],2,0.0,0.0,0.0
0,2,0,State GH,"['G', 'H']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[-1, 0]","[np.float64(-0.64), np.float64(0.0)]",1,"[np.float64(-0.33499999999999996), np.float64(0.025)]",0,0,[-0.04875],[-0.475],2,-0.15499999999999997,-0.64,0.0
0,3,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.0), np.float64(0.0)]",1,"[np.float64(0.0), np.float64(-1.0)]",0,0,[-0.025],[-0.5],3,-0.5,0.0,0.0
0,3,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(-0.9549), np.float64(0.016)]",1,"[np.float64(1.00365), np.float64(-0.96725)]",0,0,[-0.0713125],[-0.45125],3,0.01819999999999994,-0.9549,0.016
0,3,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.0), np.float64(0.0)]",0,"[np.float64(1.0), np.float64(0.0)]",0,1,[0.025],[0.5],3,0.5,0.0,0.0
0,3,0,State AB,"['A', 'B']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.9314), np.float64(0.9463999999999999)]",0,"[np.float64(-1.0289), np.float64(-1.0438999999999998)]",0,1,[0.092625],[-0.0975],3,-1.0364,0.9314,0.9463999999999999
0,4,0,State AB,"['B', 'A']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.27290400000000004), np.float64(-0.03486599999999984)]",0,"[np.float64(-0.36552900000000005), np.float64(-0.05775900000000016)]",0,1,[0.08799375],[-0.092625],4,-0.2116440000000001,0.27290400000000004,-0.03486599999999984
0,4,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(-0.011469000000000062), np.float64(-0.60304)]",0,"[np.float64(0.08278150000000006), np.float64(-0.3256475)]",0,1,[-0.09274688],[-0.4286875],4,-0.12143299999999996,-0.011469000000000062,-0.60304
0,4,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.64), np.float64(0.0)]",0,"[np.float64(0.33499999999999996), np.float64(-0.025)]",0,1,[0.04875],[0.475],4,0.15499999999999997,0.64,0.0
0,4,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(0.0), np.float64(-0.64)]",0,"[np.float64(0.025), np.float64(-0.33499999999999996)]",0,1,[-0.04875],[-0.475],4,-0.15499999999999997,0.0,-0.64
0,5,0,State CD,"['C', 'D']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[np.float64(0.8544), np.float64(-0.0235)]",0,"[np.float64(0.09684999999999999), np.float64(0.97475)]",0,1,[0.0963125],[0.95125],5,0.5358,0.8544,-0.0235
0,5,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.04151115999999998), np.float64(-0.90914865)]",0,"[np.float64(0.05123571500000003), np.float64(0.001895525000000009)]",0,1,[-0.11310953],[-0.40725312],5,0.02656562000000002,0.04151115999999998,-0.90914865
0,6,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(0.07430201759999999), np.float64(-0.9073668565)]",0,"[np.float64(0.038807513650000014), np.float64(0.020476387750000047)]",0,1,[-0.13245405],[-0.38689047],6,0.02964195070000003,0.07430201759999999,-0.9073668565
0,5,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.03896543999999999), np.float64(-0.08915946)]",0,"[np.float64(0.87304081), np.float64(0.0011657100000000004)]",0,1,[0.10859406],[0.41200625],5,0.43710326,0.03896543999999999,-0.08915946
0,5,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(0.016), np.float64(-0.9549)]",0,"[np.float64(0.03275), np.float64(0.003649999999999931)]",0,1,[-0.0713125],[-0.45125],5,0.018199999999999966,0.016,-0.9549
0,6,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.5977115584), np.float64(-0.0880636926)]",0,"[np.float64(0.29369437909999996), np.float64(-0.02053036990000001)]",0,1,[0.12816436],[0.39140594],6,0.13658200459999997,0.5977115584,-0.0880636926
0,6,0,State CD,"['D', 'C']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[np.float64(0.9163840000000001), np.float64(0.892765)]",0,"[np.float64(-0.01269650000000011), np.float64(0.010922499999999946)]",0,1,[0.14149688],[0.9036875],6,-0.0008870000000000822,0.9163840000000001,0.892765
0,6,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.03696000000000001), np.float64(-0.951469)]",0,"[np.float64(0.034352499999999994), np.float64(0.02278150000000001)]",0,1,[-0.09274688],[-0.4286875],6,0.028567000000000002,0.03696000000000001,-0.951469
0,7,0,State AB,"['A', 'B']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.785675961024), np.float64(-0.107362240306)]",0,"[np.float64(-0.913840320399), np.float64(-0.020802119069000008)]",0,1,[0.12175614],[-0.12816436],7,-0.467321219734,0.785675961024,-0.107362240306
0,7,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.90825824), np.float64(0.90303215)]",1,"[np.float64(-0.04975511500000007), np.float64(-1.044529025)]",0,0,[0.15942203],[0.35850312],7,-0.54714207,0.90825824,0.90303215
0,7,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.099138826336), np.float64(-0.888119052015)]",0,"[np.float64(0.03331522835150001), np.float64(0.02057310670250001)]",0,1,[-0.15083135],[-0.36754595],7,0.02694416752700001,0.099138826336,-0.888119052015
0,7,0,State EF,"['E', 'F']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(0.0589456), np.float64(-0.93005439)]",0,"[np.float64(-0.966198725), np.float64(0.022801265000000015)]",0,1,[-0.13810953],[-0.90725312],7,-0.47169873,0.0589456,-0.93005439
0,8,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.8614884318999999), np.float64(0.23453357399999997)]",0,"[np.float64(-0.02091046314999989), np.float64(-0.39395560524999995)]",0,1,[0.17645093],[0.34057797],8,-0.20743303419999992,0.8614884318999999,0.23453357399999997
0,8,0,State AB,"['B', 'A']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.20081815596863994), np.float64(-0.12691623223086002)]",0,"[np.float64(-0.32257429737488996), np.float64(0.005160090824610011)]",0,1,[0.11566833],[-0.12175614],8,-0.15870710327513998,0.20081815596863994,-0.12691623223086002
0,8,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(-0.559421584), np.float64(-0.9086212009)]",0,"[np.float64(-0.30246888475), np.float64(0.04673073215000001)]",0,1,[-0.18120405],[-0.86189047],8,-0.1278690763,-0.559421584,-0.9086212009
0,8,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(0.12046057248096001), np.float64(-0.86878033171465)]",0,"[np.float64(0.030370779472165016), np.float64(0.019611683667774993)]",0,1,[-0.16828978],[-0.34916865],8,0.024991231569970004,0.12046057248096001,-0.86878033171465
