block_number,trial_number,state_index,state_id,stim_id,context,feedback,probabilities,rewards,q_values,action,correct_action,accuracy,v_values,w_values,h_values,q_prediction_errors,v_prediction_errors,trial_total,prediction_errors,averaged_pe,h_values1,h_values2
0,1,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[0, 0]",1,0,0,[0],"[0.01, 0.01]","[np.float64(0.005900000000000001), np.float64(0.005900000000000001)]","[0, -1]","[0, -1]",1,"[0, -1, 0, -1]",-0.5,0.005900000000000001,0.005900000000000001
0,1,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[0, 0]",0,0,1,[0],"[0.01, 0.01]","[np.float64(0.005900000000000001), np.float64(0.005900000000000001)]","[1, 0]","[1, 0]",1,"[1, 0, 1, 0]",0.5,0.005900000000000001,0.005900000000000001
0,1,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[0, 0]",1,0,0,[0],"[0.01, 0.01]","[np.float64(0.005900000000000001), np.float64(0.005900000000000001)]","[0, 0]","[0, 0]",1,"[0, 0, 0, 0]",0.0,0.005900000000000001,0.005900000000000001
0,2,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(0.0), np.float64(-0.17)]",0,0,1,[np.float64(-0.82)],[ 0.02631579 -0.97368421],"[np.float64(0.015526315789473685), np.float64(-0.6441736842105263)]","[np.float64(0.0), np.float64(-0.83)]","[np.float64(0.82), np.float64(-0.18000000000000005)]",2,"[np.float64(0.82), np.float64(-0.18000000000000005), np.float64(0.0), np.float64(-0.83)]",-0.047500000000000014,0.015526315789473685,-0.6441736842105263
0,1,0,State CD,"['D', 'C']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[0, 0]",0,0,1,[0],"[0.01, 0.01]","[np.float64(0.005900000000000001), np.float64(0.005900000000000001)]","[1, 1]","[1, 1]",1,"[1, 1, 1, 1]",1.0,0.005900000000000001,0.005900000000000001
0,2,0,State AB,"['A', 'B']",Reward,"[0.0, 10.0]","['75', '25']","[0, 1]","[np.float64(0.17), np.float64(0.0)]",0,0,1,[np.float64(0.82)],[0.975 0.025],"[np.float64(0.64495), np.float64(0.014750000000000001)]","[np.float64(-0.17), np.float64(1.0)]","[np.float64(-0.82), np.float64(0.18000000000000005)]",2,"[np.float64(-0.82), np.float64(0.18000000000000005), np.float64(-0.17), np.float64(1.0)]",0.047500000000000014,0.64495,0.014750000000000001
0,2,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(0.0), np.float64(0.0)]",1,0,0,[np.float64(0.0)],[0.5 0.5],"[np.float64(0.29500000000000004), np.float64(0.29500000000000004)]","[np.float64(0.0), np.float64(-1.0)]","[np.float64(0.0), np.float64(-1.0)]",2,"[np.float64(0.0), np.float64(-1.0), np.float64(0.0), np.float64(-1.0)]",-0.5,0.29500000000000004,0.29500000000000004
0,2,0,State CD,"['C', 'D']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[np.float64(0.17), np.float64(0.63)]",1,0,0,[np.float64(0.82)],[0.72222222 0.27777778],"[np.float64(0.49581111111111115), np.float64(0.4221888888888889)]","[np.float64(0.83), np.float64(0.37)]","[np.float64(0.18000000000000005), np.float64(0.18000000000000005)]",2,"[np.float64(0.18000000000000005), np.float64(0.18000000000000005), np.float64(0.83), np.float64(0.37)]",0.39,0.49581111111111115,0.4221888888888889
0,3,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.1411), np.float64(0.63)]",0,0,1,[np.float64(0.14760000000000006)],[0.92965247 0.07034753],"[np.float64(0.6063459551569507), np.float64(0.2998050448430493)]","[np.float64(0.8589), np.float64(-0.63)]","[np.float64(0.8523999999999999), np.float64(-0.14760000000000006)]",3,"[np.float64(0.8523999999999999), np.float64(-0.14760000000000006), np.float64(0.8589), np.float64(-0.63)]",0.23342499999999997,0.6063459551569507,0.2998050448430493
0,3,0,State CD,"['D', 'C']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[np.float64(0.6929000000000001), np.float64(0.6929)]",0,0,1,[np.float64(0.9676)],[0.68345119 0.31654881],"[np.float64(0.6873252025522232), np.float64(0.470852797447777)]","[np.float64(0.30709999999999993), np.float64(0.30710000000000004)]","[np.float64(0.032399999999999984), np.float64(0.032399999999999984)]",3,"[np.float64(0.032399999999999984), np.float64(0.032399999999999984), np.float64(0.30709999999999993), np.float64(0.30710000000000004)]",0.16974999999999998,0.6873252025522232,0.470852797447777
0,3,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.0), np.float64(-0.17)]",0,0,1,[np.float64(-0.82)],[0.80645161 0.19354839],"[np.float64(0.4758064516129033), np.float64(0.04449354838709679)]","[np.float64(0.0), np.float64(-0.83)]","[np.float64(0.82), np.float64(-0.18000000000000005)]",3,"[np.float64(0.82), np.float64(-0.18000000000000005), np.float64(0.0), np.float64(-0.83)]",-0.047500000000000014,0.4758064516129033,0.04449354838709679
0,3,0,State EF,"['E', 'F']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[-1, 0]","[np.float64(0.0), np.float64(-0.6929000000000001)]",0,0,1,[np.float64(-0.14760000000000006)],[ 0.25277962 -0.74722038],"[np.float64(0.14913997291253267), np.float64(-0.7249490270874674)]","[np.float64(-1.0), np.float64(0.6929000000000001)]","[np.float64(-0.8523999999999999), np.float64(0.14760000000000006)]",3,"[np.float64(-0.8523999999999999), np.float64(0.14760000000000006), np.float64(-1.0), np.float64(0.6929000000000001)]",-0.25297499999999995,0.14913997291253267,-0.7249490270874674
0,4,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(-0.17), np.float64(-0.256373)]",0,0,1,[np.float64(-0.846568)],[-0.08917311 -0.91082689],"[np.float64(-0.1223121322964341), np.float64(-0.6425007977035659)]","[np.float64(0.17), np.float64(-0.743627)]","[np.float64(0.846568), np.float64(-0.153432)]",4,"[np.float64(0.846568), np.float64(-0.153432), np.float64(0.17), np.float64(-0.743627)]",0.029877249999999994,-0.1223121322964341,-0.6425007977035659
0,4,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.287113), np.float64(0.23309999999999997)]",0,0,1,[np.float64(0.846568)],[0.96187715 0.03812285],"[np.float64(0.6852238459577846), np.float64(0.11806348404221553)]","[np.float64(0.712887), np.float64(-0.23309999999999997)]","[np.float64(0.153432), np.float64(-0.846568)]",4,"[np.float64(0.153432), np.float64(-0.846568), np.float64(0.712887), np.float64(-0.23309999999999997)]",-0.053337249999999975,0.6852238459577846,0.11806348404221553
0,4,0,State CD,"['C', 'D']",Reward,"[0.0, 10.0]","['75', '25']","[0, 1]","[np.float64(0.7451070000000001), np.float64(0.886373)]",0,0,1,[np.float64(0.994168)],[0.6842352 0.3157648],"[np.float64(0.709192635746919), np.float64(0.5497141642530811)]","[np.float64(-0.7451070000000001), np.float64(0.11362700000000003)]","[np.float64(-0.994168), np.float64(0.005831999999999948)]",4,"[np.float64(-0.994168), np.float64(0.005831999999999948), np.float64(-0.7451070000000001), np.float64(0.11362700000000003)]",-0.40495400000000004,0.709192635746919,0.5497141642530811
0,4,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(0.0), np.float64(-0.6929000000000001)]",0,0,1,[np.float64(-0.14760000000000006)],[0.86913216 0.13086784],"[np.float64(0.512787975445354), np.float64(-0.20687697544535388)]","[np.float64(0.0), np.float64(-0.30709999999999993)]","[np.float64(0.14760000000000006), np.float64(-0.8523999999999999)]",4,"[np.float64(0.14760000000000006), np.float64(-0.8523999999999999), np.float64(0.0), np.float64(-0.30709999999999993)]",-0.25297499999999995,0.512787975445354,-0.20687697544535388
0,5,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.61843881), np.float64(0.95795801)]",1,0,0,[np.float64(0.17895024000000004)],[0.49187047 0.50812953],"[np.float64(0.5437634881869912), np.float64(0.692559208013009)]","[np.float64(0.38156119), np.float64(-0.95795801)]","[np.float64(0.82104976), np.float64(-0.17895024000000004)]",5,"[np.float64(0.82104976), np.float64(-0.17895024000000004), np.float64(0.38156119), np.float64(-0.95795801)]",0.016425674999999973,0.5437634881869912,0.692559208013009
0,5,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.0), np.float64(-0.8863730000000001)]",0,0,1,[np.float64(-0.026568000000000022)],[0.98768955 0.01231045],"[np.float64(0.5827368347709467), np.float64(-0.35614976477094673)]","[np.float64(0.0), np.float64(-0.11362699999999992)]","[np.float64(0.026568000000000022), np.float64(-0.973432)]",5,"[np.float64(0.026568000000000022), np.float64(-0.973432), np.float64(0.0), np.float64(-0.11362699999999992)]",-0.26512274999999996,0.5827368347709467,-0.35614976477094673
