block_number,trial_number,state_index,state_id,stim_id,context,feedback,probabilities,rewards,q_values,action,prediction_errors,correct_action,accuracy,context_value,context_prediction_errors,trial_total,averaged_pe,q_values1,q_values2
0,1,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[0, 0]",0,"[0, -1]",0,1,[-0.24],[-0.5],1,-0.5,0.0,0.0
0,1,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[0, 0]",0,"[0, -1]",0,1,[-0.24],[-0.5],1,-0.5,0.0,0.0
0,1,0,State AB,"['B', 'A']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[0, 0]",1,"[1, 1]",0,0,[0.48],[1.],1,1.0,0.0,0.0
0,1,0,State CD,"['D', 'C']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[0, 0]",1,"[0, 0]",0,0,[0.],[0.],1,0.0,0.0,0.0
0,2,0,State AB,"['A', 'B']",Reward,"[10.0, 10.0]","['75', '25']","[1, 1]","[np.float64(0.66), np.float64(0.8)]",1,"[np.float64(-0.14), np.float64(-0.28)]",0,0,[0.7296],[0.52],2,-0.21000000000000002,0.66,0.8
0,2,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.0), np.float64(-0.66)]",0,"[np.float64(0.24), np.float64(-0.09999999999999998)]",0,1,[-0.3648],[-0.26],2,0.07,0.0,-0.66
0,2,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.0), np.float64(-0.66)]",0,"[np.float64(0.24), np.float64(-0.09999999999999998)]",0,1,[-0.3648],[-0.26],2,0.07,0.0,-0.66
0,2,0,State CD,"['C', 'D']",Reward,"[0.0, 0.0]","['75', '25']","[0, 0]","[np.float64(0.0), np.float64(0.0)]",0,"[np.float64(0.0), np.float64(0.0)]",0,1,[0.],[0.],2,0.0,0.0,0.0
0,3,0,State GH,"['G', 'H']",Loss Avoid,"[0.0, -10.0]","['25', '75']","[0, -1]","[np.float64(0.192), np.float64(-0.726)]",0,"[np.float64(0.1728), np.float64(0.09079999999999999)]",0,1,[-0.429696],[-0.1352],3,0.1318,0.192,-0.726
0,4,0,State GH,"['H', 'G']",Loss Avoid,"[-10.0, 0.0]","['25', '75']","[0, -1]","[np.float64(0.33024), np.float64(-0.666072)]",0,"[np.float64(0.09945600000000004), np.float64(0.09576800000000008)]",0,1,[-0.46344192],[-0.070304],4,0.09761200000000006,0.33024,-0.666072
0,3,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.5676), np.float64(0.5760000000000001)]",0,"[np.float64(-0.2972), np.float64(-1.3056)]",0,1,[0.619392],[-0.2296],3,-0.8014000000000001,0.5676,0.5760000000000001
0,3,0,State CD,"['C', 'D']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.0), np.float64(0.0)]",1,"[np.float64(1.0), np.float64(0.0)]",0,0,[0.24],[0.5],3,0.5,0.0,0.0
0,4,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.66), np.float64(0.0)]",0,"[np.float64(0.09999999999999998), np.float64(-0.24)]",0,1,[0.3648],[0.26],4,-0.07,0.66,0.0
0,3,0,State EF,"['E', 'F']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(0.192), np.float64(-0.726)]",0,"[np.float64(-0.8271999999999999), np.float64(0.09079999999999999)]",0,1,[-0.669696],[-0.6352],3,-0.36819999999999997,0.192,-0.726
0,4,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.32983999999999997), np.float64(-0.28569600000000006)]",0,"[np.float64(0.05076799999999998), np.float64(-0.333696)]",0,1,[0.56208384],[-0.119392],4,-0.141464,0.32983999999999997,-0.28569600000000006
0,4,0,State EF,"['F', 'E']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(-0.46976), np.float64(-0.666072)]",1,"[np.float64(0.13945600000000008), np.float64(0.33576800000000007)]",0,0,[-0.82824192],[-0.330304],4,0.23761200000000007,-0.46976,-0.666072
0,5,0,State EF,"['E', 'F']",Loss Avoid,"[0.0, 0.0]","['25', '75']","[0, 0]","[np.float64(-0.37771903999999995), np.float64(-0.3974575999999999)]",0,"[np.float64(1.2059609599999999), np.float64(1.2256995199999998)]",0,1,[-0.4306858],[0.82824192],5,1.2158302399999998,-0.37771903999999995,-0.3974575999999999
0,5,0,State GH,"['G', 'H']",Loss Avoid,"[-10.0, -10.0]","['25', '75']","[-1, -1]","[np.float64(0.4098048), np.float64(-0.6028651199999999)]",0,"[np.float64(-0.9463628800000001), np.float64(0.06630703999999987)]",0,1,[-0.7209898],[-0.53655808],5,-0.44002792000000013,0.4098048,-0.6028651199999999
0,5,0,State CD,"['D', 'C']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.74), np.float64(-0.1584)]",0,"[np.float64(-0.1048), np.float64(-0.2064)]",0,1,[0.429696],[0.1352],5,-0.15560000000000002,0.74,-0.1584
0,5,0,State AB,"['A', 'B']",Reward,"[10.0, 0.0]","['75', '25']","[1, 0]","[np.float64(0.37045439999999996), np.float64(-0.5059353600000001)]",0,"[np.float64(0.06746176000000004), np.float64(-0.056148479999999945)]",0,1,[0.5322836],[-0.06208384],5,0.005656640000000046,0.37045439999999996,-0.5059353600000001
0,6,0,State AB,"['B', 'A']",Reward,"[0.0, 10.0]","['75', '25']","[1, 0]","[np.float64(0.424423808), np.float64(-0.5429933568)]",0,"[np.float64(0.04329259519999995), np.float64(0.010709760000000013)]",0,1,[0.51678747],[-0.0322836],6,0.02700117759999998,0.424423808,-0.5429933568
